序号,产品ID,类型,线路名称,副标题,出发地,携程价格,天数,基础加成价,服务溢价,折扣空间,最终建议价,你的价格,评分,评论数,月销量,图片URL,标签
705,71814571,私家团,重庆+武隆天生三桥+龙水峡地缝+大足石刻3日2晚私家团,赠两江夜游/宿5钻高端住宿/一价畅游，赠门票、索道、专属讲解，山城网红全景一站式游玩，纯玩舒适出行，行程松紧适中，老少适配,重庆出发,3435,3,10400,300元,×1.15,12300,,,,,"https://dimg04.c-ctrip.com/images/0304012000rhw4c6n96F6_R_420_420.jpg?proc=crop/m_c,w_1440,h_1440,x_0,y_0,g_center,E7C1",成团保障
706,68234235,自由行,重庆4日3晚自由行,【精选核心商圈4钻/5钻酒店任意选】【精品车型任意选经济型5座/商务7座/商务9座等等】随心所欲想停就停想走就走/经典行程，纯玩无购物/无进店,重庆出发,1123,4,3000,400元,×1.15,3900,,,,2,"https://dimg04.c-ctrip.com/images/0303w12000ebs9472A629_R_420_420.jpg?proc=crop/m_c,w_2448,h_2448,x_0,y_0,g_center,F2FF",无购物
707,34151812,拼小团,重庆+武隆区4日3晚拼小团,『8人小团·升级5钻酒店』816工程奇迹+武陵山大裂谷·市区网红长江索道|洪崖洞|轻轨穿楼,重庆出发,1368,4,3300,400元,×1.15,4200,,,,,"https://dimg04.c-ctrip.com/images/0586812000n9r3ka72E19_R_420_420.jpg?proc=crop/m_c,w_827,h_827,x_0,y_0,g_center,ECDB","0购物,成团保障,0自费"
708,65614653,私家团,重庆+武隆区4日3晚私家团,节后错峰「降幅真的大」!咨询整单至高立减800元！宿豪华5钻酒店自选【25年重磅升级〓打卡经典线路'天福官驿'】1日行程灵活3选1<天坑+816核工程><天坑+地缝><天坑+仙女山>,重庆出发,2114,4,6400,400元,×1.15,7800,,,,,"https://dimg04.c-ctrip.com/images/0301212000lpkq3hvE9DC_R_420_420.jpg?proc=crop/m_c,w_2560,h_2560,x_0,y_0,g_center,3DFF",成团保障
709,69165698,跟团游,重庆+武隆区+九寨沟风景区7日6晚跟团游,川渝双城漫游｜览山城武隆美景｜赏九寨仙境风光|品地道巴蜀美食|全程出行舒适省心安心,重庆出发,3720,7,8300,700元,×1.15,10300,,,,,"https://dimg04.c-ctrip.com/images/0100812000jih9gi6C702_C_420_420.jpg?proc=crop/m_c,w_1667,h_1667,x_417,y_0,B801","立即确认,0购物,成团保障,0自费"
710,68343977,自由行,重庆金佛山2日1晚自由行,含金佛山+神龙峡+金佛山酒店1晚【双人套餐】,重庆出发,199,2,500,200元,×1.15,800,,,,2,"https://dimg04.c-ctrip.com/images/0303g12000r3o4ey83BBA_R_420_420.jpg?proc=crop/m_c,w_1500,h_1500,x_110,y_-45,g_center,1AFB",
711,71938424,私家团,重庆+武隆天生三桥+大足石刻6日5晚私家团,【初夏咨询下单限时立减188】赠两江夜游体验，全程宿高品质豪华五钻酒店，市区网红＋武隆秘境＋大足人文一站畅玩！,重庆出发,4221,6,12800,600元,×1.15,15400,,,,,"https://dimg04.c-ctrip.com/images/0305112000rhw4nm47C7A_R_420_420.jpg?proc=crop/m_c,w_1618,h_1618,x_0,y_0,g_center,9C8C",成团保障
712,34151684,拼小团,重庆+武隆区4日3晚拼小团,『8人小团·赠云端之眼+升级5钻』武隆奇观天坑地缝·市区网红长江索道+洪崖洞+轻轨穿楼,重庆出发,1374,4,3300,400元,×1.15,4200,,5.0,172,172,"https://dimg04.c-ctrip.com/images/0300j120008oln4fc2910_R_420_420.jpg?proc=crop/m_c,w_375,h_375,x_-1,y_0,g_center,F224","0购物,成团保障,0自费"
713,71815173,私家团,重庆+武隆天生三桥+大足石刻4日3晚私家团,5钻品质住宿【赠长江索道体验/5A北山石刻拼团讲解】打卡磁器口/李子坝/天生三桥/解放碑 /仙女山,重庆出发,2870,4,8700,400元,×1.15,10400,,,,,"https://dimg04.c-ctrip.com/images/0306r12000rhw4h4o2101_R_420_420.jpg?proc=crop/m_c,w_1440,h_1440,x_0,y_0,g_center,E7C1",成团保障
714,72107150,拼小团,成都+重庆+都江堰5日4晚拼小团,轻松城市度假·『亲子·家庭·情侣+费用全含』8D山城&轻轨穿楼&熊猫治愈&都江堰水利奇迹,重庆出发,1980,5,4800,500元,×1.15,6000,,,,,https://dimg04.c-ctrip.com/images/0304x12000ie0malh417C_C_420_420.png,"免费退,0购物,成团保障,0自费"
715,61164299,自由行,重庆+重庆三峡游船+宜昌5日4晚自由行,下单赠重庆1日游·长航系列游轮【一价全含+原船过三峡升船机：长江壹号】100%纯玩保障+赠登船晚餐;阳台江景房连住4晚+4早7正中西自助美食；巡游三峡精华+船过葛洲坝：重庆登船,重庆出发,3946,5,10800,500元,×1.15,12900,,,,3,"https://dimg04.c-ctrip.com/images/0301r12000chiqs558AC2_R_420_420.jpg?proc=crop/m_c,w_510,h_510,x_0,y_0,g_center,B0C9",
716,68551349,自由行,重庆4日3晚自由行,【精选核心商圈4钻/5钻酒店任意选】【精品车型经济型5座/商务7座/商务9座等等】随心所欲想停就停想走就走经典行程，纯玩无购物。,重庆出发,1091,4,3000,400元,×1.15,3900,,,,1,"https://dimg04.c-ctrip.com/images/0301h12000raxwkizBC95_R_420_420.jpg?proc=crop/m_c,w_1408,h_1408,x_0,y_0,g_center,FAF9",无购物
717,63310977,自由行,重庆5日4晚自由行,山城微度假·赠24H接送机『自选特色民宿/客栈/星级酒店 YYDS』行程景点自由配（解放碑、洪崖洞等）/《黑神话:悟空》取景地大足石刻/武隆天坑地缝/梦幻奥陶纪||Citywalk游山城5座B级/7座别克商务任选,重庆出发,562,5,1500,500元,×1.15,2300,,,,1,https://dimg04.c-ctrip.com/images/0305o12000lkoaw7460DA_C_420_420.png,
718,68380497,拼小团,重庆+成都+三星堆博物馆7日6晚拼小团,『川渝顶流·赠两江游船+川剧表演』武隆奇观+山城网红·成都探秘三星堆+熊猫基地+武侯祠,重庆出发,2699,7,6600,700元,×1.15,8300,,,,,"https://dimg04.c-ctrip.com/images/0301v12000lri6eja4251_R_420_420.jpg?proc=crop/m_c,w_2160,h_2160,x_-1,y_0,g_center,303E","0购物,成团保障,0自费"
719,69745818,私家团,武隆区2日1晚私家团,节后错峰「降幅真的大」!咨询整单至高立减800元！专属用车>1单1团>专属定制行程·可调【武隆多样玩法·自选5钻酒店】『天坑地缝仙女山+816核工程』+24H管家在线,重庆出发,1949,2,5900,200元,×1.15,7000,,,,,"https://dimg04.c-ctrip.com/images/0303112000q1zl2en6A8C_R_420_420.jpg?proc=crop/m_c,w_1818,h_1818,x_0,y_0,g_center,7C27",成团保障
720,71931607,私家团,重庆+武隆区+大足石刻8日7晚私家团,初夏特惠来袭，咨询客服下单立减188【限时赠送两江夜游体验】体验大自然风光中的citywalk『艺术瑰宝：大足石刻+乌江画廊游船+武隆天坑/仙女山』,重庆出发,4647,8,14100,800元,×1.15,17100,,,,,"https://dimg04.c-ctrip.com/images/0302r12000igjyq99B8B8_C_420_420.png?proc=crop/m_c,w_864,h_864,x_108,y_329,C4ED",成团保障
721,66277601,自由行,重庆+长江三峡+宜昌4日3晚自由行,长江奇迹/黄金游轮系列/三峡游轮系列/4天3晚/选赠重庆一日游/老人游三峡/老友会/爸妈放心游/一票全含/一票全包/江景阳台房,重庆出发,1988,4,5400,400元,×1.15,6600,,,,3,"https://dimg04.c-ctrip.com/images/0303j12000pjopyye0DFF_C_420_420.jpg?proc=crop/m_c,w_800,h_800,x_240,y_0,D5E1",
722,62379204,拼小团,重庆+成都+九寨沟+武隆区+峨眉山市8日7晚拼小团,8人小团纯玩|重庆天坑仙女山赠两江夜游船|动车往返九寨|峨眉山乐山大佛|24h接送机/站,重庆出发,5335,8,13000,800元,×1.15,15800,,,,5,"https://dimg04.c-ctrip.com/images/0304y12000m83msbf3DF7_C_420_420.jpg?proc=crop/m_c,w_1500,h_1500,x_0,y_282,DA59","0购物,成团保障,0自费"
723,70674816,私家团,重庆+武隆区+大足区5日4晚私家团,【初夏特惠来袭咨询领取至高立减800】亲子甄选·宿口碑4钻酒店【赠】两江夜游船票+大足石刻博物馆讲解>览武隆喀斯特+品大足千年禅意,重庆出发,2960,5,9000,500元,×1.15,10900,,,,9,"https://dimg04.c-ctrip.com/images/0302k12000qjv1i6bBAD7_R_420_420.png?proc=crop/m_c,w_1440,h_1440,x_-1,y_0,g_center,1DEB",
724,71343216,拼小团,重庆+成都+三星堆博物馆6日5晚拼小团,『川渝顶流·赠两江游船+川剧表演』武隆奇观+山城网红·成都探秘三星堆+熊猫基地+武侯祠,重庆出发,2559,6,6200,600元,×1.15,7800,,,,,"https://dimg04.c-ctrip.com/images/0301v12000lri6eja4251_C_420_420.jpg?proc=crop/m_c,w_2160,h_2160,x_681,y_0,9EF5","0购物,成团保障,0自费"
725,41045567,自由行,重庆+长江三峡3日2晚自由行,皇家星光号·可选赠重庆一日游【180度一线江景阳台房+自助美食】【瞿塘胜景·秀美巫峡+长寿古镇·万州天生文旅城·白帝城·三峡大坝】自选『神女溪+升船机』万州登船到宜昌·重庆集合出发,重庆出发,1248,3,3400,300元,×1.15,4200,,,,20,https://dimg04.c-ctrip.com/images/0305412000og8yraq1740_C_420_420.jpg,
726,63090181,私家团,重庆+成都+九寨沟7日6晚私家团,【错峰出游~点击领福利】【限时免费送天府机场】私享专车出行.不拼团「含双城动车二等座」蓉城看大熊猫|探三星堆|都江堰|畅游九寨黄龙&山城打卡解放碑洪崖洞|李子坝「动车进出九寨」,重庆出发,4874,7,14800,700元,×1.15,17800,,4.2,,41,"https://dimg04.c-ctrip.com/images/0301712000in1597cBB0C_R_420_420.jpg?proc=crop/m_c,w_1666,h_1666,x_0,y_0,g_center,3659","免费退,成团保障"
727,65072132,跟团游,重庆5日4晚跟团游,「雾都秘境·12人团」赠树顶漫步+火锅丨3大5A奇景『大裂谷+武隆天生三桥+仙女山』+市区,重庆出发,1488,5,3300,500元,×1.15,4300,,,,16,"https://dimg04.c-ctrip.com/images/0307012000odwkpt5028D_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261","立即确认,0购物,成团保障"
728,67001063,私家团,武隆区2日1晚私家团,节后错峰「降幅真的大」!咨询整单至高立减800元！【武隆花样玩法·5钻度假酒店】天坑+地缝+仙女山，专属用车+专属定制行程·可调+24H管家在线,重庆出发,1841,2,5600,200元,×1.15,6600,,,,,"https://dimg04.c-ctrip.com/images/0302512000q1zk3f66292_R_420_420.jpg?proc=crop/m_c,w_1578,h_1578,x_0,y_0,g_center,CEC8",成团保障
729,40941627,拼小团,重庆+武隆区3日2晚拼小团,封顶8人·赠树顶漫步+5A奇景『武陵山大裂谷+天生三桥+仙女山』+816工程+市区,重庆出发,1600,3,3900,300元,×1.15,4800,,4.3,,51,"https://dimg04.c-ctrip.com/images/0306z12000ckksa9k917A_R_420_420.jpg?proc=crop/m_c,w_504,h_504,x_0,y_0,g_center,BC8C","立即确认,0购物,成团保障,上门接,0自费"
730,57475431,自由行,重庆+长江三峡+宜昌4日3晚自由行,<官方代理·赠重庆一日游>{万吨游轮舰队·黄金系列豪华游轮}独立阳台观景房+中西自助美食+岸上游：丰都鬼城/巫山小三峡/三峡大坝，船观瞿塘巫峡盛景，纯玩保障；重庆登船,重庆出发,1896,4,5200,400元,×1.15,6400,,,,23,"https://dimg04.c-ctrip.com/images/0303012000eh5muqk29C0_R_420_420.jpg?proc=crop/m_c,w_938,h_938,x_0,y_0,g_center,333A",
731,57842216,自由行,重庆+长江三峡+宜昌4日3晚自由行,美式服务+外籍驻船【美国维多利亚舰队·美维凯璇/凯悦/凯珍/凯娜/凯蒂·2025年新船首航美维凯璇】纯玩0购物+阳台江景房+中西自助美食，登揽三峡大坝+神女溪+双桂山；重庆登船,重庆出发,1337,4,3600,400元,×1.15,4600,,,,3,"https://dimg04.c-ctrip.com/images/0585v12000ro5e891B61A_R_420_420.jpg?proc=crop/m_c,w_849,h_849,x_8,y_0,g_center,0AE1",0购物
732,69588822,自由行,重庆+奉节+长江三峡+宜昌2日1晚自由行,世纪游轮江山如诗|白天过瞿塘峡+巫峡+西陵峡|重庆乘动车/高铁出发，奉节登船|宜昌下船,重庆出发,1155,2,3100,200元,×1.15,3700,,,,2,"https://dimg04.c-ctrip.com/images/0303712000rosjva72783_R_420_420.jpg?proc=crop/m_c,w_1500,h_1500,x_0,y_0,g_center,5344",
733,34152074,拼小团,重庆+武隆区4日3晚拼小团,『8人小团·赠两江夜景游船』武隆奇观·天生三桥+仙女山+816地下军工程+武陵山大裂谷,重庆出发,1669,4,4000,400元,×1.15,5000,,,,11,"https://dimg04.c-ctrip.com/images/0582l12000n9jhn7z1B93_R_420_420.jpg?proc=crop/m_c,w_811,h_811,x_213,y_0,g_center,60B7","0购物,成团保障,0自费"
734,70797876,私家团,重庆3日2晚私家团,节后错峰「降幅真的大」!咨询整单至高立减800元！宿5钻酒店【世遗武隆·天生三桥+龙水峡地缝+仙女山国家森林公园】【夜游】两江游船【打卡】重庆1天自由行-山城步道·李子坝·鹅岭二厂·洪崖洞,重庆出发,2124,3,6400,300元,×1.15,7700,,,,,"https://dimg04.c-ctrip.com/images/0303312000q1zkyvg21BC_R_420_420.jpg?proc=crop/m_c,w_1607,h_1607,x_0,y_-80,g_center,AC03",
735,70097381,私家团,重庆+武隆区+仙女山国家森林公园2日1晚私家团,节后错峰「降幅真的大」!咨询整单至高立减800元！【武隆花样玩法·5钻度假酒店】天坑+地缝+仙女山，专属用车+专属定制行程·可调+24H管家在线,重庆出发,1829,2,5500,200元,×1.15,6500,,,,,"https://dimg04.c-ctrip.com/images/0303212000rtyt0ph1D5D_R_420_420.jpg?proc=crop/m_c,w_1434,h_1434,x_0,y_0,g_center,8112",成团保障
736,63781608,自由行,重庆3日2晚自由行,山城微度假·赠24H接送机『自选特色民宿/客栈/星级酒店 YYDS』Citywalk特权（解放碑、洪崖洞等）/《黑神话:悟空》取景地大足石刻/武隆天坑地缝/梦幻奥陶纪||自由搭配游山城/5座B级/7座别克商务任选,重庆出发,287,3,700,300元,×1.15,1100,,5.0,101,101,https://dimg04.c-ctrip.com/images/0306w12000mz9g4b86D07_C_420_420.png,
737,69144206,跟团游,重庆+大足石刻5日4晚跟团游,探千年石刻|秘境解锁冬日温泉，逛山城网红地，品盖碗茶看变脸，承包你的渝味之旅|,重庆出发,1838,5,4100,500元,×1.15,5200,,,,,"https://dimg04.c-ctrip.com/images/0103o120008rxqpnuBB62_R_420_420.jpg?proc=crop/m_c,w_1080,h_1080,x_50,y_0,g_center,8F81","立即确认,0购物,成团保障,0自费"
738,70112038,私家团,重庆+武隆区2日1晚私家团,节后错峰「降幅真的大」!咨询整单至高立减800元！专属用车>1单1团>专属定制行程·可调【武隆多样玩法·自选酒店】『天坑地缝仙女山+816核工程』+24H管家在线,重庆出发,1597,2,4800,200元,×1.15,5700,,,,,"https://dimg04.c-ctrip.com/images/0302o12000rz2k6rc49EB_R_420_420.jpg?proc=crop/m_c,w_1920,h_1920,x_0,y_0,g_center,6A0E",成团保障
739,69142929,跟团游,重庆+武隆区5日4晚跟团游,打卡重庆｜探秘武隆秘境，乘轻轨穿楼，吃地道重庆火锅，品盖碗茶赏变脸，玩转魅力山城,重庆出发,1883,5,4200,500元,×1.15,5400,,,,,"https://dimg04.c-ctrip.com/images/1mc0612000eptoo10C66C_R_420_420.jpg?proc=crop/m_c,w_2160,h_2160,x_-1,y_-1,g_center,EF3A","立即确认,0购物,成团保障,0自费"
740,34329544,自由行,重庆+长江三峡4日3晚自由行,黄金游轮|暑期指定班期2大免1小·可选赠重庆一日游<赠登船晚餐+重庆港行李搬提>【高达17000吨雄霸长江|安全平稳+超24平江景阳台房】【瞿塘胜景·秀美巫峡+沿岸精华景点上岸游】重庆到宜昌,重庆出发,1776,4,4800,400元,×1.15,5900,,5.0,1166,1166,"https://dimg04.c-ctrip.com/images/0301312000rzkh6bv79E1_R_420_420.jpg?proc=crop/m_c,w_1500,h_1500,x_0,y_0,g_center,5344",
741,63928777,私家团,重庆+武隆区+彭水+武隆天生三桥+仙女山国家森林公园+龙水峡地缝5日4晚私家团,『全景武隆天生三桥+仙女山国家森林公园+龙水峡地缝+苗族圣地九黎城+乌江画廊观景+网红市内景点串行』众多网红地标一次畅玩,重庆出发,4129,5,12500,500元,×1.15,14900,,4.6,,62,"https://dimg04.c-ctrip.com/images/0304q12000m3o5kvxBDA8_R_420_420.jpg?proc=crop/m_c,w_1440,h_1440,x_0,y_0,g_center,E7C1",成团保障
742,29176174,跟团游,重庆+武隆区4日3晚跟团游,『山城旗舰款』8人精致小团+金牌导游服务丨武隆全景&市区网红+ 赠夜景船票+专车接送站,重庆出发,1760,4,3900,400元,×1.15,4900,,5.0,,91,"https://dimg04.c-ctrip.com/images/0300h12000sa8zeq30411_R_420_420.jpg?proc=crop/m_c,w_2000,h_2000,x_0,y_0,g_center,0D6C","0购物,成团保障"
743,66676494,私家团,重庆+武隆区5日4晚私家团,节后错峰「降幅真的大」!咨询整单至高立减800元！【赠】两江夜游船『渝版九层妖塔<九黎城>+<乌江画廊游船>+<天坑+地缝>+东方‘小瑞士’<仙女山>免换乘+武隆全景·赠游船·免换乘』,重庆出发,3149,5,9600,500元,×1.15,11600,,,,,"https://dimg04.c-ctrip.com/images/0303412000pv642t990CE_R_420_420.jpg?proc=crop/m_c,w_2160,h_2160,x_0,y_0,g_center,EE86",成团保障
744,65111900,跟团游,重庆+武隆区5日4晚跟团游,一价全含放心游『明星款』两江夜游+印象武隆+金牌导游+陆地头等舱保姆车+热门景点打卡,重庆出发,2511,5,5600,500元,×1.15,7000,,,,,"https://dimg04.c-ctrip.com/images/0303i12000ofsswqc60CC_R_420_420.jpg?proc=crop/m_c,w_2000,h_2000,x_0,y_0,g_center,0D6C","0购物,成团保障"
745,65285311,自由行,重庆6日4晚自由行,【精选核心商圈4钻/5钻酒店任意选】【精品车型经济型5座/商务7座/商务9座等等】随心所欲想停就停想走就走经典行程，纯玩无购物。,重庆出发,1643,6,4500,600元,×1.15,5800,,4.8,162,162,"https://dimg04.c-ctrip.com/images/0302812000pyqn2ab372C_R_420_420.jpg?proc=crop/m_c,w_1733,h_1733,x_0,y_0,g_center,FBDB",无购物
746,59531331,自由行,重庆4日3晚自由行,『1日包车·玩法自选』宿榜单4&5钻连住+严选好司机【热门玩法4选1】市区1日经典渣滓洞&长江索道&洪崖洞/《黑神话:悟空》取景地大足石刻/武隆天坑地缝/梦幻奥陶纪|Citywalk游山城&爱姐重动等你,重庆出发,751,4,2000,400元,×1.15,2700,,4.9,224,224,https://dimg04.c-ctrip.com/images/0301z120009niftlpB667_C_420_420.jpg,
747,37483275,自由行,重庆5日4晚自由行,『错峰出游·24H专车接送机·赠两江游夜景游船』【含市区8人小团网红一日游】核心商圈酒店4晚连住·自由定制专属行程·多种当地玩法供您挑选#小车团/包车游#大足石刻/武隆/市区『真人微管家』,重庆出发,1009,5,2700,500元,×1.15,3600,,4.8,,42,"https://dimg04.c-ctrip.com/images/03069120008qpiyqs2F11_R_420_420.jpg?proc=crop/m_c,w_375,h_375,x_9,y_0,g_center,4F82",
748,27893723,跟团游,重庆+武隆区5日4晚跟团游,巴渝悦『舒适商务大巴/严选4钻酒店甄选美食』『武陵山土家菜+武隆养生宴+重庆本帮菜』,重庆出发,1108,5,2400,500元,×1.15,3300,,4.8,171,171,"https://dimg04.c-ctrip.com/images/0300d12000bumzat8BD1A_R_420_420.jpg?proc=crop/m_c,w_504,h_504,x_190,y_0,g_center,E967","0购物,成团保障"
749,71931443,私家团,重庆+武隆天生三桥+仙女山国家森林公园+龙水峡地缝2日1晚私家团,【暑期预售咨询立减至高400｜1 单 1 团｜专属私享】全程独立专车.尊享 5 钻酒店｜探秘武隆地心秘境+漫游仙女山云端牧场,重庆出发,1985,2,6000,200元,×1.15,7100,,,,,"https://dimg04.c-ctrip.com/images/0304012000rhw4c6n96F6_R_420_420.jpg?proc=crop/m_c,w_1440,h_1440,x_0,y_0,g_center,E7C1",成团保障
