序号,产品ID,类型,线路名称,副标题,出发地,携程价格,你的价格,评分,图片URL,标签,路线亮点（外国人关注）,你的专业评价
562,68523342,拼小团,重庆+武隆区4日3晚拼小团,『半城烟火8人团』全景武隆『仙女山+天生地缝+芙蓉洞芙蓉江』热门景点打卡+专车接送,重庆出发,1540,4700,,/images/routes/route_68523342.jpg,"0购物,成团保障",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 小团灵活性高，我可以根据大家兴趣微调行程。
563,71769722,私家团,重庆+武隆区6日5晚私家团,【初夏火爆热销～咨询立减至高 288优惠】下单赠长江索道&两江夜游.武隆全景.打卡天生三桥 | 仙女山 | 龙水峡地缝 | 芙蓉洞 | 24H专车接送机/站| 行程可自由调整，行程有你做主,重庆出发,4539,16500,,/images/routes/route_71769722.png,成团保障,UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 私家团完全按你的节奏来，老人小孩也不用赶时间。
564,40935959,拼小团,重庆+武隆区3日2晚拼小团,封顶8人小团《赠树顶漫步》816工程+5A奇景『武陵山大裂谷+天生三桥+仙女山+大足石刻』,重庆出发,1783,5200,4.7,/images/routes/route_40935959.png,"0购物,成团保障,上门接,0自费",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 小团灵活性高，我可以根据大家兴趣微调行程。
565,60271138,自由行,重庆+长江三峡+上海11日10晚自由行,世纪传奇号游轮/世纪系列游轮/长江三峡游轮/江景阳台房,重庆出发,17856,57700,,/images/routes/route_60271138.jpg,,World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
566,47552453,一日游,云阳龙缸国家地质公园一日游【自由随心·亲子·家庭1V1客服】,,云阳出发,369,900,5.0,/images/routes/route_47552453.jpg,"立即确认,无购物,上门接,有条件退",Perfect for short stay - hit all highlights in one day,一日游节奏较快，建议穿舒适鞋，带充电宝（拍照耗电）。 这条路线评分5.0分，口碑很好，放心选。
567,94658761,一日游,【纯玩2-8人小团】816工程+武陵山大裂谷+可定制行程,,重庆出发,268,900,5.0,/images/routes/route_94658761.jpg,"立即确认,无购物,上门接,有条件退",Perfect for short stay - hit all highlights in one day,一日游节奏较快，建议穿舒适鞋，带充电宝（拍照耗电）。 这条路线评分5.0分，口碑很好，放心选。
568,55033443,一日游,重庆云端之眼观景台【自由行+360度高空观景 俯瞰渝中半岛】,,重庆出发,68,400,5.0,/images/routes/route_55033443.jpg,"立即确认,无购物,有条件退",Perfect for short stay - hit all highlights in one day,一日游节奏较快，建议穿舒适鞋，带充电宝（拍照耗电）。 这条路线评分5.0分，口碑很好，放心选。
569,70829647,私家团,重庆+武隆区5日4晚私家团,《超省钱版本-全程高口碑性价比4钻酒店》【赠】两江夜游船票+长江索道票>解锁武隆地心秘境+邂逅仙女山云端牧歌,重庆出发,2854,10500,,/images/routes/route_70829647.png,,UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 私家团完全按你的节奏来，老人小孩也不用赶时间。
570,83801964,一日游,渣滓洞+白公馆 等一日活动【红色打卡路线，可选独立包车】,,重庆出发,128,500,5.0,/images/routes/route_83801964.jpg,"立即确认,无购物,上门接,有条件退",Perfect for short stay - hit all highlights in one day,一日游节奏较快，建议穿舒适鞋，带充电宝（拍照耗电）。 这条路线评分5.0分，口碑很好，放心选。
571,89694103,一日游,【8人小团】天生三桥+乌江画廊坐游船1小时+蚩尤九黎城一日游,,重庆出发,158,400,5.0,/images/routes/route_89694103.jpg,"立即确认,无购物,上门接,有条件退",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,一日游节奏较快，建议穿舒适鞋，带充电宝（拍照耗电）。 这条路线评分5.0分，口碑很好，放心选。
572,62217157,拼小团,重庆+成都+九寨沟5日4晚拼小团,8人精品内小团+赠两江夜游船|多游都江堰或三星堆含导游精解+动车九寨轻松游+24h接送机,重庆出发,3129,9300,5.0,/images/routes/route_62217157.jpg,"0购物,成团保障,0自费",Small group (max 8 pax) - more personal experience | Make friends with fellow travelers,小团灵活性高，我可以根据大家兴趣微调行程。 这条路线评分5.0分，口碑很好，放心选。
573,66167665,私家团,重庆+长江三峡+三峡大坝+宜昌4日3晚私家团,世纪系列#内河科技游轮『180度一线阳台江景房/独立阳台+3大精华上岸游览』专车接送站服务,重庆出发,4705,16900,,/images/routes/route_66167665.jpg,成团保障,World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,私家团完全按你的节奏来，老人小孩也不用赶时间。
574,94012665,一日游,白帝城•瞿塘峡景区+三峡之巅【纯玩小团+一价全含】一日游,,奉节出发,308,800,5.0,/images/routes/route_94012665.png,"无购物,上门接,有条件退",World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,一日游节奏较快，建议穿舒适鞋，带充电宝（拍照耗电）。 这条路线评分5.0分，口碑很好，放心选。
575,65118286,自由行,重庆+长江三峡+宜昌4日3晚自由行,黄金游轮/黄金二号/黄金三号/黄金三号/黄金五号/黄金六号/黄金八号/长江奇迹/长江记忆/长江三峡游轮/4天3晚/老友会/爸妈放心游/选赠重庆一日游/丰都鬼城/小三峡/三峡大坝/江景阳台房,重庆出发,1898,6400,4.5,/images/routes/route_65118286.jpg,,World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
576,48608149,一日游,重庆动物园+科技馆+磁器口+十八梯+轻轨穿楼+洪崖洞一日游,,重庆出发,188,400,4.9,/images/routes/route_48608149.jpg,"立即确认,无购物,上门接,有条件退",Iconic stilt-house complex - Chongqing's most photogenic spot | Best night view - like real-life Spirited Away | Traditional Bayu architecture with modern lights,洪崖洞最佳拍照时间是日落后30分钟，灯光全开但未过热。 建议从千厮门大桥拍摄全景，比在近处拍更震撼。
577,61286274,跟团游,重庆+长江三峡+宜昌4日3晚跟团游,总统八号暑期两大免一小『五星豪华游轮|A线总统游轮八号|B线发现/传说 』重庆登船,重庆出发,2098,5800,4.8,/images/routes/route_61286274.jpg,"0购物,成团保障",World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,这条路线评分4.8分，口碑很好，放心选。
578,68919288,私家团,重庆+彭水+武隆区+涪陵区5日4晚私家团,【初夏特惠来袭咨询领取至高立减800】 全程宿口碑5钻酒店【赠】两江夜游船票 <探武隆天坑秘境 逛仙女山雪原 尽赏渝境山水风光 >,重庆出发,3404,12400,,/images/routes/route_68919288.png,成团保障,UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 私家团完全按你的节奏来，老人小孩也不用赶时间。
579,67961490,拼小团,重庆+武隆区+大足石刻6日5晚拼小团,『山城全景5钻·8人小团·赠两江游船+芙蓉江游船』纯玩·山城经典·武隆奇观·文化大足石刻,重庆出发,2522,7700,,/images/routes/route_67961490.jpg,"0购物,成团保障,0自费",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 大足石刻建议请讲解员，否则就是看石头。我可以帮你安排专业讲解。
580,41033552,自由行,重庆+长江三峡3日2晚自由行,星际领航号|可选赠重庆一日游【180度江景阳台房|自助美食】【巡游：瞿塘胜景·秀美巫峡+丰都鬼城·白帝城·三峡大坝】自选『小三峡+升船机』免费巴士赴万州登船到宜昌·重庆出发,重庆出发,1042,3500,4.8,/images/routes/route_41033552.jpg,,World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,这条路线评分4.8分，口碑很好，放心选。
581,93374825,一日游,官方正宗乌江画廊游船万足码头蚩尤九黎城+乌江画廊游船一日游,,重庆出发,298,600,4.9,/images/routes/route_93374825.jpg,"立即确认,无购物,上门接,有条件退",Night cruise on Yangtze & Jialing Rivers | Stunning skyline view with colorful lights | See Hongyaodong from the water,一日游节奏较快，建议穿舒适鞋，带充电宝（拍照耗电）。 这条路线评分4.9分，口碑很好，放心选。
582,45769611,一日游,重庆四面山一日游【2-8人小团·无需中转车·江津区·纯玩】,,重庆出发,398,900,5.0,/images/routes/route_45769611.jpg,"立即确认,无购物,上门接,有条件退",Perfect for short stay - hit all highlights in one day,一日游节奏较快，建议穿舒适鞋，带充电宝（拍照耗电）。 这条路线评分5.0分，口碑很好，放心选。
583,49428680,一日游,【2-8人小团】重庆长江索道+李子坝轻轨+磁器口古镇一日游,,重庆出发,68,200,4.9,/images/routes/route_49428680.jpg,"立即确认,无购物,上门接,有条件退",Old-school cable car across Yangtze River - local commuting experience | Great aerial view of Chongqing's riverside | Ancient town with 1700+ years history,磁器口周末人非常多，建议工作日去或早上9点前到达。 真正的老店不在主街，带你去巷子里的正宗味道。
584,71951544,私家团,武隆区+涪陵区2日1晚私家团,【咨询立减 288】一单一团！畅玩武隆天生三桥、龙水峡地缝，探秘武陵山大峡谷。专属行程管家全程护航，沉浸式领略渝东山水盛景与千年人文风情。,重庆出发,2025,7200,,/images/routes/route_71951544.jpg,成团保障,UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 私家团完全按你的节奏来，老人小孩也不用赶时间。
585,20784598,一日游,仙女山+天生三桥+龙水峡地缝一日游【全程高速三景游纯玩包车】,,重庆出发,1023,2400,5.0,/images/routes/route_20784598.jpg,"立即确认,无购物,上门接,有条件退",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,一日游节奏较快，建议穿舒适鞋，带充电宝（拍照耗电）。 这条路线评分5.0分，口碑很好，放心选。
586,53897314,一日游,合川钓鱼城+文峰古街+三江游船一日游,,重庆出发,788,1800,5.0,/images/routes/route_53897314.jpg,"立即确认,无购物,上门接,有条件退",Night cruise on Yangtze & Jialing Rivers | Stunning skyline view with colorful lights | See Hongyaodong from the water,一日游节奏较快，建议穿舒适鞋，带充电宝（拍照耗电）。 这条路线评分5.0分，口碑很好，放心选。
587,40470007,拼小团,重庆+武隆天生三桥+仙女山国家森林公园2日1晚拼小团,8人纯玩团·『赠特色竹筏体验』武隆「天生三桥+仙女山」+大足石刻·赠讲解,重庆出发,1121,3300,4.7,/images/routes/route_40470007.png,"免费退,立即确认,0购物,成团保障,上门接",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 小团灵活性高，我可以根据大家兴趣微调行程。
